Id;BEER_Size(L);PROD_OriginalGravity;BEER_FinalGravity;BEER_AlcoholByVolume;BEER_IBU;BEER_Color;PROD_BoilSize;PROD_BoilTime;PROD_BoilGravity;PROD_Efficiency;PROD_MashThickness;PROD_SugarScale;PROD_BrewMethod;PROD_PitchRate;PROD_PrimaryTemp;PROD_ExcessGravity;Style
15568;11;21.6311;4.36798;9.6;185.47;4.6;23;60;10.8;35;?;1;?;?;?;266.311;American IPA
15569;39.75;1.038;?;3.96;93.81;8.88;45.42;60;1.033;80;1.5;0;All Grain;0.75;15.56;60.38;American IPA
15570;20.82;1.076;1.021;7.25;84.27;5.14;22.71;60;1.07;35;?;0;extract;?;20;60.76;American IPA
15571;18.93;1.078;1.017;7.9;71.92;9.53;11.36;60;?;75;?;0;extract;?;?;60.78;American IPA
15572;20.82;1.065;1.016;6.45;82.07;10.32;26.5;60;1.051;70;?;0;All Grain;?;?;60.65;American IPA
15575;20.82;1.048;1.009;5.08;51.61;5.71;11.36;60;1.088;35;?;0;extract;0.35;20;60.48;American Pale Ale
15576;20.82;1.059;1.016;5.55;70.25;7.62;28.39;60;1.043;75;1.5;0;All Grain;?;17.22;60.59;American IPA
15581;10;1.058;1.014;5.69;52.15;12.04;14.5;60;1.04;60;2.5;0;All Grain;?;19;60.58;American IPA
15582;45.42;1.07;1.012;7.66;65.95;4.75;53;60;1.06;77;1.25;0;?;?;18.89;60.7;American IPA
15583;20.82;16.0001;4.27691;6.38;0;4.86;28.39;60;11.9;70;1.5;1;All Grain;0.5;?;210.001;American IPA
15584;20.82;1.067;1.021;6.07;109.29;8.3;26.5;90;?;70;?;0;All Grain;?;?;60.67;American IPA
15586;24.61;1.055;1.014;5.59;34.38;7.78;28.39;-1;1.048;70;1.57;0;All Grain;0.75;18.89;60.55;American IPA
15587;14;1.042;1.008;4.51;42.91;4.01;28.5;60;1.021;70;3;0;?;?;18;60.42;American Pale Ale
15589;60.57;1.075;1.015;7.92;121.54;4.39;71.92;-1;1.063;82;1.3;0;All Grain;?;20;60.75;American IPA
15590;20.82;1.074;?;7.36;-1;11.21;11.36;60;1.135;35;?;0;extract;0.35;22.22;60.74;American Pale Ale
15591;14;1.042;1.009;4.32;41.91;?;19;60;1.031;55;?;0;BIAB;0.5;20;60.42;American Pale Ale
15593;25;1.056;1.014;5.5;32.88;4.2;29;60;1.049;72;?;0;BIAB;0.75;18;60.56;American Pale Ale
15594;18.93;1.047;1.009;4.97;30.14;7.63;18.93;15;1.047;?;?;0;extract;?;?;60.47;American Pale Ale
15595;25;1.051;1.01;5.37;36.72;5.78;30;60;1.042;78;3.3;0;All Grain;?;18;60.51;American Pale Ale
15597;18.93;1.059;?;5.48;35.33;7.89;28.39;60;1.04;70;1.25;0;All Grain;?;20;60.59;American Pale Ale
15598;20.06;1.062;1.012;6.6;54.68;10.27;28.39;60;1.044;70;0.7;0;All Grain;?;15.56;60.62;American IPA
15602;10;1.045;1.009;4.81;35.99;9.57;10;60;1.045;?;?;0;extract;?;18;60.45;American Pale Ale
15603;21;?;1.014;5.8;68.26;8.05;28.5;60;1.043;70;3;0;All Grain;0.75;?;?;American IPA
15604;20.82;1.06;?;5.94;56.74;20.33;28.39;60;?;70;1.5;0;All Grain;?;?;60.6;American IPA
15605;23;1.09;1.021;9;163.66;17.16;28.5;90;1.073;55;?;0;BIAB;?;20;60.9;American IPA
15606;18;1.064;1.016;6.29;47.21;?;24;80;1.048;55;3;0;All Grain;?;?;60.64;American IPA
15608;77.6;1.061;1.014;6.16;51.3;4.12;90.85;60;1.052;68;1.25;0;All Grain;?;20;60.61;American Pale Ale
15609;20.82;1.08;1.026;7.1;96.16;-1;28.39;60;1.059;50;1.5;0;All Grain;?;18.33;60.8;American IPA
15610;20.06;1.06;1.015;5.78;66.41;-1;9.46;60;1.126;30;?;0;extract;0.35;21.11;60.6;American Pale Ale
15611;121.13;1.048;1.007;5.38;75.64;5.49;143.85;60;?;70;1.25;0;?;0.35;?;60.48;American IPA
15613;20.82;1.083;1.021;8.14;97.94;6.8;32.18;60;1.054;70;1.3;0;All Grain;0.5;21.67;60.83;American IPA
15619;9.46;1.049;1.011;5.01;29.86;5.34;11.92;60;1.039;67;1.4;0;All Grain;0.35;18.33;60.49;American Pale Ale
15620;23;1.076;?;7.23;82.33;?;28;90;1.063;70;3.57;0;All Grain;0.5;19;60.76;American IPA
15623;24.61;1.056;1.012;5.78;51.99;8.23;28.39;60;1.049;68;1.5;0;All Grain;?;20;60.56;American IPA
15625;23;1.057;1.013;5.75;65.55;8.69;?;?;1.047;70;?;0;Partial Mash;?;?;60.57;American IPA
15626;18.93;1.066;1.018;6.26;39.42;6.53;22.71;60;1.055;73;1.25;0;All Grain;0.75;19.44;60.66;American Pale Ale
15629;12;1.053;1.009;5.81;-1;8.92;16;90;?;80;?;0;All Grain;?;20;60.53;American Pale Ale
15631;25;1.056;1.009;6.05;27.75;3.4;28;60;1.05;65;3;0;All Grain;0.35;18;60.56;American Pale Ale
15632;20;1.065;?;7.1;74.9;7.74;24;?;1.054;70;3;0;All Grain;1;18;60.65;American IPA
15633;24;1.064;1.018;6.02;55.69;10.57;?;60;1.054;?;3;0;All Grain;?;18;60.64;American IPA
15634;20.82;1.047;1.013;4.52;42.82;9.8;11.36;60;1.087;40;?;0;Partial Mash;0.5;20;60.47;American Pale Ale
15635;18.93;1.048;1.012;4.73;43.61;6.38;21.77;70;1.041;70;?;0;BIAB;?;17.78;60.48;American Pale Ale
15637;20.82;1.06;1.011;6.41;55.4;7.83;27.25;60;1.046;70;1.25;0;All Grain;?;?;60.6;American Pale Ale
15638;41.64;1.068;1.016;6.74;76.21;-1;30.28;90;1.067;75;?;0;extract;1;20;60.68;American IPA
15639;110;1.063;1.011;6.86;56.74;7.47;135;60;1.051;70;3;0;?;?;21;60.63;American IPA
15640;22;1.045;1.008;4.95;36.22;9.05;30;60;1.033;70;3;?;All Grain;0.5;17;60.45;American Pale Ale
15643;20.82;1.061;1.015;6.07;82.85;5.03;26.5;60;1.048;35;?;0;extract;?;19.44;60.61;American IPA
15644;18.93;1.065;1.017;6.38;89.8;10.5;?;75;1.05;72;1.5;0;All Grain;?;?;60.65;American IPA
15647;22;14.9731;3.88883;6;56.46;7.02;27;-1;12.3;70;2.9;1;All Grain;?;17;199.731;American IPA
15648;20.82;1.065;1.015;6.56;35.37;5.04;28.39;60;1.047;?;1.25;0;All Grain;?;20;60.65;American Pale Ale
15649;20.82;1.06;1.015;5.93;55.12;6.23;?;60;1.095;70;?;0;Partial Mash;0.35;20;60.6;American Pale Ale
15651;23;1.05;1.009;5.33;-1;11.77;24.5;60;1.047;70;3;0;?;0.35;24;60.5;American Pale Ale
15652;22.71;1.037;1.006;4.01;70.22;-1;15.14;60;1.055;64;?;?;Partial Mash;?;23.89;60.37;American IPA
15654;11.36;1.058;1.016;5.52;76.95;7.4;18.93;60;1.035;?;1.5;0;All Grain;?;?;60.58;American Pale Ale
15655;18.93;1.069;1.013;7.33;68.62;?;22.71;60;1.057;25;?;0;extract;?;21.11;60.69;American IPA
15656;20;1.054;1.013;5.34;28.9;8.57;27;?;1.04;70;3.1;0;All Grain;?;20;60.54;American Pale Ale
15659;18.93;1.055;?;5.45;42.84;25.19;18.93;?;1.055;70;?;0;Partial Mash;0.35;-4.44;60.55;American Pale Ale
15661;25;10.6083;2.72283;4.19;0;4.99;28;60;9.5;70;1.5;1;All Grain;?;?;156.083;American IPA
15663;20.82;1.059;1.014;6.01;23.63;11.8;22.71;60;1.054;35;?;0;Partial Mash;2;18.33;60.59;American IPA
15664;20.82;1.064;1.014;6.54;79.54;7.98;28.39;?;1.047;65;1.25;0;All Grain;?;?;60.64;American IPA
15665;20.82;1.067;?;7.01;101.67;7.07;24.61;-1;?;70;1.25;0;All Grain;1;?;60.67;American IPA
15666;23;1.053;1.017;4.84;33.14;9.19;11;60;1.112;70;?;0;Partial Mash;0.35;20;60.53;American Pale Ale
15668;20.82;1.076;1.019;7.45;80.67;6.31;28.39;60;1.056;75;1.5;0;?;?;17.78;60.76;American IPA
15670;45.42;1.048;1.012;4.69;33.48;6.9;56.78;60;1.038;80;1.7;0;All Grain;?;?;60.48;American Pale Ale
15671;19.68;1.051;1.011;5.23;35.23;9.51;23.47;60;1.043;68;?;0;BIAB;1;21.11;60.51;American Pale Ale
15672;22.71;1.071;1.019;6.76;76;7.86;32.67;60;1.049;66;?;0;BIAB;1.25;20;60.71;American IPA
15673;20.82;1.054;?;5.67;66.89;5.94;26.5;60;1.042;71;?;0;BIAB;0.35;20;60.54;American Pale Ale
15675;90;1.069;1.017;6.74;47.7;13.99;90;60;1.069;90;3;0;All Grain;?;?;60.69;American IPA
15677;18.93;1.059;1.016;5.63;37;4.94;28.39;?;1.039;70;1.5;0;All Grain;?;?;60.59;American Pale Ale
15678;3.79;1.059;?;6.07;41.55;14.73;11.36;60;1.02;35;?;0;extract;0.35;23.89;60.59;American Pale Ale
15682;37.85;1.057;1.013;5.75;-1;8.47;43.53;60;1.049;70;1.5;0;All Grain;0.75;21.67;60.57;American IPA
15683;41.64;1.056;1.015;5.38;38.04;11.37;53;60;1.044;80;1.25;0;All Grain;?;21.11;60.56;American Pale Ale
15685;18.93;18.1152;3.10479;8.2;72.48;11.09;28.39;60;12.3;64;1.5;1;All Grain;0.5;?;231.152;American IPA
15686;20.82;1.051;1.012;5.09;64.22;8.81;28.01;60;1.038;71;1.25;0;All Grain;?;20;60.51;American IPA
15687;20.82;1.053;1.013;5.24;65.69;7.28;?;-1;1.098;35;?;0;extract;0.35;21.11;60.53;American IPA
15690;10.6;?;1.022;7.57;68.77;12.82;15.14;65;?;70;?;0;All Grain;?;?;?;American IPA
15691;45;1.064;1.014;6.53;37.57;7.04;56;60;1.051;?;2.6;0;?;1;21;60.64;American IPA
15693;11.36;1.066;?;7.15;72.59;12.31;15.9;60;1.047;70;?;0;BIAB;1;18.89;60.66;American IPA
15701;18.93;1.073;1.019;7.07;93.28;8.34;24.61;60;1.056;35;?;0;extract;0.35;19.44;60.73;American IPA
15702;18.93;1.067;1.014;6.88;68.41;6.93;28.39;60;1.044;70;1.33;0;All Grain;0.75;22.22;60.67;American IPA
15705;94.64;1.077;1.026;6.73;34.99;8.96;132.49;60;1.055;72;1.2;0;All Grain;0.5;20;60.77;American Pale Ale
15706;3.79;?;1.018;10.05;66.68;4.5;3.79;60;1.095;35;?;0;extract;0.35;18.33;?;American IPA
15707;20.82;1.06;1.014;6.01;34.32;?;?;60;1.132;35;?;?;extract;?;?;60.6;American IPA
15708;20.44;1.058;1.011;6.24;65.78;6.16;?;60;1.043;70;1.25;0;All Grain;0.5;20;60.58;American IPA
15710;21;1.052;1.011;5.39;-1;6.12;26;60;1.042;70;3.4;0;All Grain;0.5;19;60.52;American Pale Ale
15711;20;1.064;1.015;6.44;37.92;7.39;24;65;1.053;74;?;0;BIAB;?;19;60.64;American IPA
15712;22.71;1.069;1.016;6.9;59.83;6.91;30.28;60;1.052;85;1.5;0;All Grain;?;?;60.69;American IPA
15713;24;1.063;1.011;6.76;39.46;8.28;30;70;1.05;82;?;0;All Grain;?;?;60.63;American Pale Ale
15714;3.79;1.06;?;5.94;60.16;11.24;3.79;60;1.06;35;?;0;extract;?;?;60.6;American IPA
15716;37.85;1.102;1.026;10;0;5.75;41.64;60;1.093;75;?;0;Partial Mash;?;20;61.02;American IPA
15717;41.64;1.073;1.017;7.35;111.92;8.88;48.07;60;1.063;83.5;?;0;BIAB;1;19.44;60.73;American IPA
15720;23;1.056;1.009;6.17;38;5.65;28;60;1.046;75;3.35;?;All Grain;0.75;18;60.56;American Pale Ale
15721;20.82;1.057;1.011;6.01;34.5;7.51;9.46;60;1.124;100;?;0;extract;?;19.44;60.57;American IPA
15722;13;1.057;?;6.07;27.95;-1;16;60;1.046;65;3;0;All Grain;?;?;60.57;American Pale Ale
15723;18.93;1.061;1.012;6.5;85.87;9.3;11.36;-1;1.102;?;?;?;extract;?;21.11;60.61;American IPA
15726;20.82;1.051;1.016;4.55;58.42;13.45;?;60;1.035;70;2;0;All Grain;?;22.22;60.51;American Pale Ale
15727;23.66;1.062;1.012;6.55;40.38;8.63;29.34;?;1.05;70;1.25;0;All Grain;1.25;20;60.62;American IPA
15729;22.71;1.071;1.016;7.21;157.27;6.68;28.39;60;?;65;1.5;0;All Grain;?;?;60.71;American IPA
15731;20;1.058;?;6.26;-1;6.88;24;60;1.048;70;3;0;All Grain;0.35;19;60.58;American IPA
15735;20.82;1.07;1.02;6.59;71.93;36.1;?;75;1.055;70;?;0;BIAB;?;?;60.7;American IPA
15739;20.82;1.063;1.014;6.37;80.28;?;28.39;60;1.046;72;1.35;0;?;0.35;?;60.63;American IPA
15741;15.14;1.06;1.016;5.83;43.09;-1;17.03;90;1.054;75;?;0;BIAB;0.5;18.89;60.6;American Pale Ale
15743;20.82;1.068;1.015;6.92;58.1;5.7;26.5;60;1.054;75;1.5;0;?;0.75;17.78;60.68;American IPA
15745;3.79;1.062;1.01;6.81;-1;10.44;4.73;60;1.05;65;2;0;All Grain;?;?;60.62;American IPA
15747;20.82;1.056;1.011;5.92;-1;-1;11.36;60;1.102;35;?;0;extract;?;20;60.56;American IPA
15749;19.5;1.06;1.012;6.21;?;6.94;23;60;1.051;?;3;0;All Grain;?;20;60.6;American IPA
15750;18.93;1.069;?;7.36;85.6;6.55;24.61;60;1.053;35;?;?;extract;0.35;20;60.69;American IPA
15752;20.82;1.056;1.014;5.54;73.48;11.01;28.39;60;?;64;?;0;All Grain;?;?;60.56;American Pale Ale
15753;20.82;1.058;1.011;6.18;39.75;4.62;11.36;60;1.107;35;?;0;extract;?;?;60.58;American IPA
15755;41.64;?;?;7.47;44.72;7.32;56.78;60;1.056;70;1.5;0;All Grain;0.35;20.56;?;American IPA
15756;11.36;1.053;1.015;5.03;29.74;12.21;15.14;60;1.04;65;?;0;BIAB;?;?;60.53;American Pale Ale
15757;65;1.067;1.012;7.18;62.77;10.71;78;80;1.056;72;3;0;All Grain;0.35;19;60.67;American IPA
15759;20.82;1.068;1.017;6.69;76.91;9.2;11.36;60;1.125;35;?;0;extract;?;20;60.68;American IPA
15760;20.82;1.071;1.012;7.7;80.06;4.98;28.39;60;1.052;75;1.33;0;All Grain;?;18.33;60.71;American IPA
15762;20.82;1.059;?;5.81;62.92;10.98;11.36;60;1.108;45;?;0;?;?;?;60.59;American IPA
15763;24.61;1.061;1.012;6.35;74.36;9.65;28.39;60;1.052;65;1.5;0;All Grain;?;?;60.61;American IPA
15765;45.42;1.071;?;6.72;?;7.33;51.1;60;1.063;65;2;0;All Grain;0.5;19.44;60.71;American IPA
15766;25;1.065;1.009;7.3;98.12;6.27;35;75;1.046;70;2.5;0;?;?;20;60.65;American IPA
15767;20.82;1.057;1.015;5.48;157.89;10.91;11.36;?;1.105;35;?;0;Partial Mash;0.35;15.56;60.57;American IPA
15769;21;1.037;1.006;3.98;203.53;5.4;25.51;90;1.03;35;3;0;All Grain;0.35;20;60.37;American IPA
15770;18.93;1.061;1.011;6.6;-1;4.78;?;60;1.041;66;?;0;BIAB;0.35;20;60.61;American Pale Ale
15771;20.82;1.059;1.014;6;75.16;7.61;28.39;60;1.043;70;2;0;All Grain;0.75;21.11;60.59;American Pale Ale
15772;41.64;1.058;1.009;6.47;19.39;5.46;?;60;1.053;85;1.2;0;All Grain;?;?;60.58;American IPA
15776;22.71;1.045;1.011;4.54;?;3.03;27.44;60;1.038;80;1.25;0;All Grain;0.75;15.56;60.45;American Pale Ale
15777;18.93;1.049;1.012;4.82;52.14;5.56;20.82;?;1.045;35;?;0;extract;?;?;60.49;American Pale Ale
15778;26;1.054;1.009;5.88;49.06;4.36;32;60;1.044;70;3;0;?;?;15;60.54;American Pale Ale
15779;18.93;1.059;1.013;6.1;36.45;-1;22.71;60;1.049;70;?;0;BIAB;0.35;20;60.59;American Pale Ale
15780;20.82;1.044;1.01;4.48;80.15;-1;30.28;60;1.03;?;?;0;BIAB;?;15.56;60.44;American Pale Ale
15782;20.82;1.066;1.013;7.03;80.13;7.86;32.18;60;?;?;1.5;0;All Grain;1;19.44;60.66;American IPA
15784;20.82;?;1.013;5.29;43.72;-1;26.12;60;1.042;80;1.33;0;All Grain;1;20;?;American Pale Ale
15786;11.36;1.083;?;9.49;0;5.01;15.14;60;1.057;65;1.5;0;All Grain;1;20;60.83;American IPA
15787;54;1.057;1.009;6.23;?;10.9;64;60;1.048;70;3;0;All Grain;?;25;60.57;American IPA
15788;25;1.069;1.017;6.76;76.14;10.9;28;60;1.061;75;?;0;All Grain;?;22;60.69;American IPA
15792;38;1.053;1.01;5.71;-1;6.46;31;60;1.065;60;?;0;BIAB;0.35;20;60.53;American IPA
15795;20.82;1.06;1.012;6.36;142.36;?;28.39;60;1.044;75;1.5;0;All Grain;0.35;20;60.6;American IPA
15797;26;1.056;1.011;5.89;63.41;7.16;30;-1;1.048;78;3.3;0;?;0.35;19;60.56;American IPA
15799;18.93;1.064;1.018;5.99;104.45;5.03;25.55;90;1.047;63;?;0;BIAB;0.35;20.56;60.64;American IPA
15800;100;14.2622;3.69707;5.7;58.11;6.74;100;75;14.3;70;?;1;?;?;?;192.622;American IPA
15801;20.82;1.071;1.017;7.17;73.62;7.22;28.39;60;?;75;?;0;All Grain;?;21.11;60.71;American IPA
15802;18.93;?;1.011;6.71;76.28;4.07;30.28;60;1.039;70;?;0;BIAB;?;20;?;American Pale Ale
15803;20.82;1.053;?;5.49;92.11;7.33;28.39;60;1.039;60;1.5;0;All Grain;?;20;60.53;American IPA
15804;26;?;1.009;4.64;37.44;5.51;31;60;1.037;65;2.5;0;All Grain;?;?;?;American Pale Ale
15805;12.5;1.047;1.009;4.98;?;4.79;13.5;60;1.043;35;?;0;extract;?;19;60.47;American Pale Ale
15806;18.93;1.061;1.013;6.23;95.06;6.11;22.71;-1;1.051;70;1.5;0;All Grain;?;?;60.61;American IPA
15808;3.79;1.061;1.014;6.11;36.14;5.44;8.52;60;1.027;75;4;0;All Grain;?;?;60.61;American Pale Ale
15809;18.93;1.049;1.011;4.96;-1;3.71;17.03;60;?;65;1.5;0;All Grain;0.75;20.56;60.49;American Pale Ale
15811;23;1.057;1.012;5.94;46.02;?;26;60;1.051;?;3;0;All Grain;?;?;60.57;American IPA
15813;8;1.074;1.013;8.01;102.57;8.66;13;60;1.045;74;3;0;All Grain;?;?;60.74;American IPA
15815;21.58;1.064;1.023;5.45;0;10.98;26.5;60;1.052;68;?;0;All Grain;?;20.56;60.64;American IPA
15818;20.82;1.062;1.015;6.26;71.21;3.24;15.14;60;1.086;35;?;0;extract;?;?;60.62;American IPA
15819;10;1.051;1.01;5.36;33.74;5.93;12;90;1.042;75;?;0;All Grain;?;?;60.51;American Pale Ale
15821;20.82;1.055;1.01;5.94;24.33;6.49;26.5;60;1.043;80;1.3;0;All Grain;?;21.11;60.55;American Pale Ale
15822;18.93;1.066;1.014;6.89;72.27;6.65;18.93;60;1.066;65;?;0;BIAB;0.75;18.33;60.66;American IPA
15823;45;?;1.013;5.28;44.58;?;48;-1;1.05;35;?;0;Partial Mash;?;?;?;American Pale Ale
15825;25;1.044;1.01;4.49;157.46;4.19;28.5;60;1.039;80;3;0;All Grain;?;20;60.44;American Pale Ale
15826;20.82;1.084;1.02;8.39;0;14.49;28.39;60;1.062;75;1.25;0;All Grain;1;21.11;60.84;American Pale Ale
15829;20.06;1.053;?;5.79;31.74;8.56;24.98;60;1.042;72;1.7;0;All Grain;0.75;18.89;60.53;American Pale Ale
15831;20.82;1.066;1.023;5.67;29.74;6.93;26.5;60;1.046;70;1.5;0;All Grain;0.75;20.56;60.66;American IPA
15832;21;1.048;?;4.56;84.67;-1;28.5;60;1.036;75;3;0;?;0.35;?;60.48;American Pale Ale
15833;18.93;1.046;1.011;4.49;39.46;7.25;28.39;90;1.03;70;1.5;0;All Grain;?;20;60.46;American IPA
15836;18;1.052;?;5.62;60.28;9.15;26;60;1.036;70;?;0;?;?;20;60.52;American Pale Ale
15837;67;1.051;1.012;5.23;32.79;4.06;76;70;1.045;72.5;3;?;All Grain;?;?;60.51;American Pale Ale
15840;4.73;1.047;1.009;5;66.92;4.17;7.57;45;1.029;35;?;0;extract;?;17.78;60.47;American IPA
15841;18.93;1.055;1.013;5.45;31.74;5.46;60.57;60;?;75;1.5;0;All Grain;0.35;19.44;60.55;American Pale Ale
15842;20.82;1.069;1.013;7.36;79.97;10.41;24.98;60;1.058;70;1.25;0;All Grain;0.5;?;60.69;American IPA
15843;20.82;1.073;1.02;6.92;70.73;8.53;28.39;60;1.054;70;1.2;0;All Grain;2;18.33;60.73;American IPA
15844;15.14;?;1.01;3.56;7.56;3.1;28.39;60;1.02;70;1.5;?;All Grain;0.35;17.78;?;American Pale Ale
15845;15;12.3751;2.18643;5.44;63.62;-1;19;60;9.9;75;?;1;?;0.75;19;173.751;American Pale Ale
15847;22.71;1.055;1.014;5.41;50.91;4.48;?;60;1.041;70;1.3;0;All Grain;0.75;19.44;60.55;American Pale Ale
15848;9;?;?;7.46;68.68;9.61;15;60;1.041;60;?;0;BIAB;0.35;18;?;American IPA
15850;18.93;1.066;1.012;7.09;59.85;9.68;11.36;60;1.111;35;?;0;?;?;18.33;60.66;American IPA
15853;42;1.049;1.011;5.01;34.34;6.87;50;60;1.041;75;2;0;All Grain;1.25;21;60.49;American Pale Ale
15854;24.61;1.073;1.019;6.99;124.61;4.7;30.28;?;1.058;70;?;0;All Grain;1.25;21.11;60.73;American IPA
15855;58;1.049;1.008;5.35;34.41;4.39;70;60;1.041;88;3;0;All Grain;?;18;60.49;American Pale Ale
15856;50;1.054;1.014;5.35;94.99;11.95;55;-1;1.049;70;3;0;All Grain;?;?;60.54;American IPA
15857;23;1.045;?;4.96;40.31;4.86;28;60;1.037;75;2.7;0;All Grain;0.75;?;60.45;American Pale Ale
15862;17.53;1.063;1.015;6.32;59.69;5.97;20.82;60;1.053;66;1.5;0;All Grain;?;20;60.63;American IPA
15864;18.93;1.054;1.013;5.45;46.78;7.99;26.5;60;1.039;70;?;0;BIAB;?;20.56;60.54;American Pale Ale
15866;5;1.046;?;4.85;39.38;4.5;7;60;1.033;60;?;0;?;?;?;60.46;American Pale Ale
15867;20.82;1.062;1.012;6.55;53.97;12.56;30.28;60;1.042;70;1.5;0;All Grain;?;?;60.62;American IPA
15868;19.87;1.058;1.011;6.12;36.84;8.29;26.5;60;1.043;70;1.58;0;All Grain;?;17.78;60.58;American Pale Ale
15871;23;1.041;1.007;4.51;11.15;3.88;31.2;60;1.03;75;3.575;0;All Grain;?;?;60.41;American Pale Ale
15873;20.82;1.07;1.018;6.8;-1;10.51;26.5;60;?;70;?;0;All Grain;?;?;60.7;American IPA
15876;20.82;1.062;1.015;6.08;35.58;6.74;28.39;60;?;70;?;0;All Grain;?;?;60.62;American Pale Ale
15877;21;1.048;?;5.15;30.47;10.59;11;-1;1.092;35;?;0;extract;?;?;60.48;American Pale Ale
15878;20.82;1.066;1.009;7.45;84.65;10.48;28.39;60;1.048;70;?;0;BIAB;0.35;20;60.66;American IPA
15882;20.82;1.058;?;6.2;49.34;5.44;11.36;60;1.107;35;?;0;?;?;?;60.58;American Pale Ale
15883;9.46;1.075;1.019;7.32;48.82;8.7;11.36;30;1.063;70;1.5;0;All Grain;1;18.33;60.75;American IPA
15885;19.87;1.057;1.015;5.49;33.51;9.03;24.61;-1;1.046;35;?;0;extract;0.5;18.33;60.57;American Pale Ale
15886;25;1.047;?;4.62;161.61;14.36;45;90;1.026;55;?;0;extract;?;?;60.47;American IPA
15887;47;1.053;1.014;5.18;74.66;10.17;60;90;1.042;61;4;0;All Grain;?;21;60.53;American IPA
15888;37.85;1.069;1.022;6.23;56.98;?;41.64;60;1.063;75;1.25;0;All Grain;?;17.78;60.69;American IPA
15889;24.61;1.041;1.011;3.85;54.46;7.29;11.36;60;1.088;35;?;0;extract;0.75;20;60.41;American Pale Ale
15890;20.82;1.059;1.014;5.88;46.36;6.7;?;60;1.043;70;?;0;BIAB;0.35;18.89;60.59;American IPA
15892;200;1.056;1.011;5.95;60.48;10.47;200;60;1.056;50;3;0;All Grain;?;16;60.56;American IPA
15896;18.93;1.054;1.01;5.82;58.58;8.82;18.93;70;1.054;70;?;0;?;?;20;60.54;American IPA
15901;19.87;1.063;1.015;6.39;54.21;6.17;30.28;75;1.041;72;1.3;0;?;0.75;17.22;60.63;American IPA
15906;20.82;1.05;1.012;4.94;86.84;9.08;28.39;60;1.037;68;1.3;0;?;0.75;22.22;60.5;American IPA
15908;18.93;1.063;?;6.29;59.93;5.66;28.39;60;1.042;70;?;0;BIAB;0.35;18.33;60.63;American Pale Ale
15909;20.82;1.065;1.015;6.54;49.44;7.01;28.39;60;1.048;75;1.5;0;All Grain;0.5;20;60.65;American IPA
15911;20.82;1.049;1.011;5.02;40.69;5.92;24.61;60;1.041;70;1.25;0;All Grain;0.75;20;60.49;American Pale Ale
15913;18.93;1.06;1.017;5.64;71.63;?;23.66;60;1.048;63;1.5;0;All Grain;0.35;19.44;60.6;American Pale Ale
15914;41.64;1.054;?;5.15;35.7;5.41;?;60;1.046;75;1.3;0;All Grain;?;20;60.54;American Pale Ale
15916;37.85;1.072;1.018;7.08;68.78;6.55;53;60;1.051;70;?;0;Partial Mash;?;?;60.72;American Pale Ale
15917;18.93;1.053;1.009;5.75;51.15;?;15.14;60;1.067;70;?;0;Partial Mash;?;18.89;60.53;American Pale Ale
15919;23.66;1.038;?;3.7;29.36;9.03;28.39;60;1.031;75;1.5;0;All Grain;0.75;17.22;60.38;American IPA
15920;22.71;1.065;1.012;7;68.11;?;27.44;60;1.054;75;?;0;BIAB;0.75;20;60.65;American IPA
15922;20;1.064;1.012;6.91;45.63;11.15;28;60;1.046;55;?;0;All Grain;?;20;60.64;American IPA
15923;20.82;1.047;?;5.04;34.79;7.51;11.36;60;1.086;35;?;0;extract;?;?;60.47;American Pale Ale
15924;3000;1.057;1.011;6.01;55.34;6.08;2700;60;1.063;78;2.2;0;All Grain;?;18;60.57;American IPA
15926;20.82;?;1.011;5.07;?;5.14;28.39;60;1.037;55;1.33;0;All Grain;?;20;?;American IPA
15928;25;1.077;1.017;7.89;71.2;4.63;?;60;1.069;65;?;0;BIAB;1.25;18;60.77;American IPA
15929;20.82;1.06;1.018;5.44;38.47;9.88;28.39;60;1.044;70;1.5;0;All Grain;0.75;18.33;60.6;American Pale Ale
15932;20.82;1.046;1.008;5.07;85.06;9.38;28.39;60;1.034;65;1.25;0;?;?;?;60.46;American Pale Ale
15937;22.71;1.066;1.016;6.57;65.12;4.03;30.28;60;1.049;75;1.25;0;All Grain;0.75;18.89;60.66;American IPA
15938;24.61;1.056;1.011;5.9;41.87;3.96;26.5;?;1.052;72;?;0;BIAB;0.75;20;60.56;American IPA
15940;18.93;1.072;1.014;7.7;61.44;6.74;26.5;60;1.052;65;1.25;0;?;?;18.33;60.72;American IPA
15942;18.93;1.066;1.013;7.06;51.8;9.7;12.3;60;1.102;35;?;0;extract;0.75;18.89;60.66;American IPA
15944;22;1.048;1.01;5.09;39.17;3.72;35.6;75;1.03;78;7.31;0;All Grain;0.75;16;60.48;American Pale Ale
15945;20.82;1.061;1.013;6.41;86.6;9.8;?;-1;1.045;60;?;0;All Grain;?;20;60.61;American IPA
15947;4.73;1.082;1.018;8.38;74.32;10.75;?;60;1.046;70;?;0;BIAB;0.75;22.22;60.82;American IPA
15949;20.82;1.065;1.015;6.52;45.31;8.53;28.39;60;1.048;70;1.5;0;All Grain;?;?;60.65;American IPA
15950;20.82;1.061;1.015;6.05;61.5;5.95;27.44;60;1.047;65;1.5;0;All Grain;?;?;60.61;American IPA
